client_id,true_labels,predicted_labels,scores
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.6731435e-05
3,1,1.0,1.0
3,0,0.0,4.1229345e-05
3,0,0.0,3.3197255e-05
3,1,1.0,1.0
3,0,0.0,4.6386824e-05
3,0,0.0,6.061394e-05
3,0,0.0,3.8655064e-05
3,1,1.0,1.0
3,0,0.0,1.6752434e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.390048e-05
3,0,0.0,4.9121503e-05
3,0,0.0,4.9991606e-05
3,0,0.0,4.62092e-05
3,1,1.0,1.0
3,0,0.0,5.100551e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.2344785e-05
3,1,1.0,1.0
3,0,0.0,6.484246e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.3277257e-05
3,0,0.0,3.766729e-05
3,1,1.0,1.0
3,0,0.0,0.00095225254
3,0,0.0,6.3119674e-05
3,0,0.0,0.0005976887
3,0,0.0,4.409528e-05
3,0,0.0,4.9432307e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.7069487e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.0523686e-05
3,0,0.0,6.281176e-05
3,1,1.0,1.0
3,0,0.0,4.9029404e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.0167943e-05
3,0,0.0,0.00015085036
3,0,0.0,1.1924887e-05
3,0,0.0,0.00038931594
3,0,0.0,6.4088104e-05
3,0,0.0,4.586247e-05
3,1,1.0,1.0
3,0,0.0,2.4659046e-05
3,1,1.0,1.0
3,0,0.0,2.4836618e-05
3,0,0.0,5.2538566e-05
3,0,0.0,5.102808e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.6563164e-05
3,0,0.0,4.4758013e-05
3,0,0.0,0.00017359857
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.2560063e-05
3,0,0.0,4.8087924e-05
3,1,1.0,1.0
3,0,0.0,3.5512126e-05
3,0,0.0,4.5713226e-05
3,0,0.0,3.748454e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.7892754e-05
3,0,0.0,4.442242e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,2.7839573e-05
3,0,0.0,5.662064e-05
3,1,1.0,1.0
3,0,0.0,3.698575e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.6053978e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.2303444e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,0.99999994
3,1,1.0,1.0
3,0,0.0,3.5237525e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.0041123e-05
3,1,1.0,1.0
3,0,0.0,0.0032893985
3,0,0.0,4.0916624e-05
3,0,0.0,6.1928e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.2876727e-05
3,1,1.0,1.0
3,0,0.0,6.233797e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.597685e-05
3,0,0.0,6.137326e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.3318254e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.318954e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.600856e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.374786e-05
3,0,0.0,5.206142e-05
3,0,0.0,2.6554811e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.8431964e-05
3,1,1.0,1.0
3,0,0.0,3.2407366e-05
3,1,1.0,1.0
3,0,0.0,2.3713652e-05
3,1,1.0,1.0
3,0,0.0,2.5168734e-05
3,0,0.0,3.857754e-05
3,0,0.0,6.035968e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.0606854e-05
3,0,0.0,4.3147484e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,0.00020741287
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.2790703e-05
3,0,0.0,3.7041063e-05
3,0,0.0,4.7549966e-05
3,0,0.0,4.6539066e-05
3,0,0.0,2.6456786e-05
3,0,0.0,4.7915164e-05
3,0,0.0,4.7223115e-05
3,1,1.0,1.0
3,0,0.0,4.1405117e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.096015e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.449794e-05
3,0,0.0,6.123559e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.533225e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.879251e-05
3,0,0.0,2.6173811e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.3593795e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.5809138e-05
3,0,0.0,5.113247e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,1.2029651e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,1.921934e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.779108e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,2.4954257e-05
3,1,1.0,1.0
3,0,0.0,4.984793e-05
3,1,1.0,1.0
3,0,0.0,4.0172155e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.5285582e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,0.00022526337
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.8578146e-05
3,1,1.0,1.0
3,0,0.0,5.4827644e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,1.8458515e-05
3,0,0.0,6.414473e-05
3,0,0.0,0.00016933614
3,0,0.0,4.8105623e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,1.6787411e-05
3,1,1.0,1.0
3,0,0.0,5.5396293e-05
3,0,0.0,4.4158194e-05
3,0,0.0,4.873842e-05
3,0,0.0,5.3303174e-05
3,0,0.0,4.6411955e-05
3,1,1.0,1.0
3,0,0.0,5.376688e-05
3,0,0.0,0.00023138688
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.662199e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.0574763e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.136419e-05
3,0,0.0,5.516492e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.50315e-05
3,1,1.0,1.0
3,0,0.0,4.489112e-05
3,1,1.0,1.0
3,0,0.0,5.679634e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.1109022e-05
3,0,0.0,4.701947e-05
3,1,1.0,1.0
3,0,0.0,5.279919e-05
3,0,0.0,5.4504228e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.444781e-05
3,0,0.0,4.8420807e-05
3,0,0.0,3.9065144e-05
3,1,1.0,1.0
3,0,0.0,4.168625e-05
3,0,0.0,4.2986532e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.7917176e-05
3,0,0.0,5.024807e-05
3,0,0.0,2.2701628e-05
3,0,0.0,0.00084579486
3,0,0.0,4.7249516e-05
3,0,0.0,7.672111e-05
3,0,0.0,7.1325834e-05
3,0,0.0,6.208027e-05
3,0,0.0,4.7619396e-05
3,0,0.0,4.4557426e-05
3,0,0.0,5.4805478e-05
3,0,0.0,1.2992697e-05
3,1,1.0,1.0
3,0,0.0,6.592642e-05
3,0,0.0,4.1807354e-05
3,1,1.0,1.0
3,0,0.0,6.564592e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.491954e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,1.6734217e-05
3,0,0.0,4.952602e-05
3,1,1.0,1.0
3,0,0.0,1.939292e-05
3,0,0.0,4.592703e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.250346e-05
3,1,1.0,1.0
3,0,0.0,0.00010248898
3,1,1.0,1.0
3,0,0.0,4.4036493e-05
3,0,0.0,5.1857773e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.6722267e-05
3,1,1.0,1.0
3,0,0.0,4.352106e-05
3,0,0.0,0.00010334406
3,0,0.0,3.60372e-05
3,1,1.0,1.0
3,0,0.0,4.789972e-05
3,0,0.0,5.456226e-05
3,0,0.0,4.8854614e-05
3,1,1.0,1.0
3,0,0.0,0.0001856896
3,0,0.0,4.5080356e-05
3,0,0.0,5.3949872e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.3471202e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.2453615e-05
3,0,0.0,4.468781e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.5766792e-05
3,0,0.0,4.089314e-05
3,0,0.0,5.532017e-05
3,0,0.0,2.3845792e-05
3,0,0.0,0.00068216346
3,0,0.0,3.840187e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.1143292e-05
3,0,0.0,5.7899415e-05
3,0,0.0,3.6908976e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.2659805e-05
3,1,1.0,1.0
3,0,0.0,3.3862092e-05
3,1,1.0,1.0
3,0,0.0,5.2832936e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.591356e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.999891e-05
3,0,0.0,4.552959e-05
3,1,1.0,1.0
3,0,0.0,4.9171093e-05
3,1,1.0,1.0
3,0,0.0,5.834655e-05
3,1,1.0,1.0
3,0,0.0,0.00043986662
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.967861e-05
3,1,1.0,1.0
3,0,0.0,4.6944373e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.218641e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.000362e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.5411773e-05
3,1,1.0,1.0
3,0,0.0,4.2022482e-05
3,0,0.0,5.617313e-05
3,1,1.0,1.0
3,0,0.0,4.6997902e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.8045015e-05
3,0,0.0,2.5763808e-05
3,1,1.0,1.0
3,0,0.0,3.939241e-05
3,1,1.0,1.0
3,0,0.0,5.367733e-05
3,1,1.0,1.0
3,0,0.0,3.5937952e-05
3,0,0.0,3.614441e-05
3,0,0.0,4.7701298e-05
3,0,0.0,4.6447727e-05
3,1,1.0,1.0
3,0,0.0,4.7123787e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,2.9494193e-05
3,0,0.0,4.407922e-05
3,0,0.0,3.8707072e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.4664546e-05
3,0,0.0,4.0825616e-05
3,0,0.0,0.00012548496
3,0,0.0,1.7886181e-05
3,1,1.0,1.0
3,0,0.0,4.627963e-05
3,0,0.0,2.6805914e-05
3,1,1.0,1.0
3,0,0.0,3.715218e-05
3,0,0.0,5.133058e-05
3,0,0.0,1.8712713e-05
3,0,0.0,3.202518e-05
3,0,0.0,2.6650097e-05
3,0,0.0,2.5438636e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.1013925e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,0.00018913657
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.0579074e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.1868454e-05
3,0,0.0,4.935336e-05
3,1,1.0,1.0
3,0,0.0,5.6017565e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.5046636e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.4917437e-05
3,0,0.0,5.9685186e-05
3,0,0.0,3.565329e-05
3,0,0.0,7.6343946e-05
3,0,0.0,3.2643937e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.7756192e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.447863e-05
3,0,0.0,4.893001e-05
3,0,0.0,1.8578712e-05
3,0,0.0,4.0244166e-05
3,0,0.0,1.2614486e-05
3,0,0.0,5.023907e-05
3,0,0.0,4.4851586e-05
3,1,1.0,1.0
3,0,0.0,4.7598376e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.588103e-05
3,1,1.0,1.0
3,0,0.0,4.8237835e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.3536173e-05
3,0,0.0,3.6351958e-05
3,0,0.0,3.1515134e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.0316295e-05
3,0,0.0,5.866775e-05
3,0,0.0,0.00073872285
3,1,1.0,1.0
3,0,0.0,1.7379061e-05
3,0,0.0,1.923834e-05
3,1,1.0,1.0
3,0,0.0,0.000100571764
3,0,0.0,5.738218e-05
3,0,0.0,4.8261118e-05
3,0,0.0,3.2119322e-05
3,0,0.0,5.287709e-05
3,0,0.0,3.907364e-05
3,0,0.0,3.55957e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,9.2537455e-05
3,0,0.0,2.4267587e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.8098566e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.662764e-05
3,0,0.0,5.0686023e-05
3,0,0.0,2.7185977e-05
3,0,0.0,5.370902e-05
3,1,1.0,1.0
3,0,0.0,4.0105555e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.378534e-05
3,0,0.0,3.7333743e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.231778e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.0537827e-05
3,0,0.0,6.46846e-05
3,0,0.0,4.9619146e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.3807253e-05
3,0,0.0,3.5387216e-05
3,1,1.0,1.0
3,0,0.0,1.3632463e-05
3,0,0.0,1.6167525e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.5763332e-05
3,0,0.0,8.530809e-05
3,0,0.0,5.88273e-05
3,0,0.0,4.022188e-05
3,0,0.0,6.0179096e-05
3,0,0.0,0.000121046396
3,0,0.0,5.3529548e-05
3,0,0.0,6.039555e-05
3,0,0.0,4.5961595e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.2312815e-05
3,0,0.0,6.4377775e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.995149e-05
3,0,0.0,0.00013302962
3,1,1.0,1.0
3,0,0.0,5.2912703e-05
3,1,1.0,1.0
3,0,0.0,2.6399477e-05
3,1,1.0,1.0
3,0,0.0,4.3203483e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.344428e-05
3,0,0.0,4.7976253e-05
3,0,0.0,0.0025801102
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.197456e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.6856312e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.7714177e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.2879208e-05
3,0,0.0,4.0212595e-05
3,0,0.0,7.937484e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.0884882e-05
3,0,0.0,5.0059298e-05
3,0,0.0,4.076154e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.5121077e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.7540758e-05
3,1,1.0,1.0
3,0,0.0,0.0008277209
3,0,0.0,5.8291767e-05
3,0,0.0,0.00045179014
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.284967e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.064932e-05
3,0,0.0,4.9930615e-05
3,0,0.0,1.3094112e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.2731564e-05
3,0,0.0,4.1293995e-05
3,0,0.0,5.3490763e-05
3,0,0.0,4.7880356e-05
3,0,0.0,5.955459e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.7082733e-05
3,1,1.0,1.0
3,0,0.0,3.95064e-05
3,0,0.0,6.0424296e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.80114e-05
3,1,1.0,1.0
3,0,0.0,4.8497976e-05
3,1,1.0,1.0
3,0,0.0,3.881619e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.3838194e-05
3,1,1.0,1.0
3,0,0.0,5.7439553e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.068977e-05
3,0,0.0,4.735028e-05
3,1,1.0,1.0
3,0,0.0,4.744212e-05
3,1,1.0,1.0
3,0,0.0,4.6896905e-05
3,1,1.0,1.0
3,0,0.0,4.670851e-05
3,0,0.0,3.7213566e-05
3,0,0.0,0.00046421148
3,0,0.0,4.0584444e-05
3,0,0.0,5.831323e-05
3,1,1.0,1.0
3,0,0.0,4.2790012e-05
3,1,1.0,1.0
3,0,0.0,1.3133406e-05
3,0,0.0,3.506148e-05
3,1,1.0,1.0
3,0,0.0,0.0001224474
3,1,1.0,1.0
3,0,0.0,4.7231853e-05
3,0,0.0,5.1989235e-05
3,1,1.0,1.0
3,0,0.0,6.2290426e-05
3,0,0.0,6.0911538e-05
3,0,0.0,5.2399915e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.6500423e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.128794e-05
3,0,0.0,5.0958595e-05
3,1,1.0,1.0
3,0,0.0,3.1494375e-05
3,0,0.0,5.1946365e-05
3,0,0.0,4.3783948e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,0.00047522812
3,0,0.0,1.8811803e-05
3,1,1.0,1.0
3,0,0.0,0.00045777453
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.09898e-05
3,0,0.0,4.8411017e-05
3,0,0.0,4.1735973e-05
3,1,1.0,1.0
3,0,0.0,5.928369e-05
3,1,1.0,1.0
3,0,0.0,3.8300306e-05
3,0,0.0,4.5144065e-05
3,0,0.0,1.840006e-05
3,1,1.0,1.0
3,0,0.0,5.03489e-05
3,0,0.0,3.684413e-05
3,1,1.0,1.0
3,0,0.0,5.343642e-05
3,0,0.0,4.764029e-05
3,0,0.0,4.271312e-05
3,0,0.0,0.00016164797
3,1,1.0,1.0
3,0,0.0,5.423208e-05
3,1,1.0,1.0
3,0,0.0,5.7603622e-05
3,0,0.0,4.883016e-05
3,0,0.0,4.9893966e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.1586885e-05
3,0,0.0,4.0928568e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.792372e-05
3,0,0.0,2.9980334e-05
3,1,1.0,1.0
3,0,0.0,5.6360925e-05
3,1,1.0,1.0
3,0,0.0,4.656037e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.6027522e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.8719845e-05
3,1,1.0,1.0
3,0,0.0,3.2311025e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.6281442e-05
3,0,0.0,4.5819368e-05
3,0,0.0,1.762231e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.5791545e-05
3,0,0.0,3.2841275e-05
3,1,1.0,1.0
3,0,0.0,5.5986482e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,0.00010365573
3,0,0.0,2.9031926e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.289928e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.0378916e-05
3,0,0.0,5.2511667e-05
3,0,0.0,0.00019401086
3,0,0.0,4.48776e-05
3,1,1.0,1.0
3,0,0.0,4.525458e-05
3,0,0.0,4.8002883e-05
3,1,1.0,1.0
3,0,0.0,4.423123e-05
3,0,0.0,5.5952114e-05
3,0,0.0,4.5986013e-05
3,1,1.0,1.0
3,0,0.0,5.786056e-05
3,1,1.0,1.0
3,0,0.0,0.00031410242
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,4.4167246e-05
3,0,0.0,4.625382e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,0.0001062433
3,0,0.0,4.916443e-05
3,0,0.0,3.6555703e-05
3,1,1.0,1.0
3,0,0.0,5.1415973e-05
3,0,0.0,1.230735e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,5.645662e-05
3,1,1.0,1.0
3,0,0.0,6.363872e-05
3,0,0.0,4.178284e-05
3,0,0.0,5.957021e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.0601084e-05
3,0,0.0,5.182074e-05
3,1,1.0,1.0
3,0,0.0,4.422642e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,1.9282825e-05
3,0,0.0,1.2606765e-05
3,0,0.0,5.258955e-05
3,0,0.0,3.799226e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,0.00018438172
3,1,1.0,1.0
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,3.0621577e-05
3,1,1.0,1.0
3,1,1.0,1.0
3,0,0.0,6.5909946e-05
3,0,0.0,3.5220128e-05
