true_labels,predicted_labels,scores
0,0.0,0.23845226
1,1.0,0.85259783
0,0.0,0.24782789
0,0.0,0.2360308
1,1.0,0.85381705
1,1.0,0.75265795
1,0.0,0.39282817
1,1.0,0.90366197
0,0.0,0.41960347
0,1.0,0.6658515
1,1.0,0.91473585
1,0.0,0.39501333
0,0.0,0.19870102
1,0.0,0.37847093
1,1.0,0.6974071
0,0.0,0.34422943
0,0.0,0.32662153
0,0.0,0.1398187
1,1.0,0.8120612
1,1.0,0.94085
1,1.0,0.68111
0,0.0,0.2339463
1,0.0,0.28387117
0,0.0,0.21138111
1,1.0,0.8687346
1,1.0,0.84851366
0,0.0,0.41272792
1,0.0,0.39380544
1,1.0,0.8783504
1,1.0,0.67078507
0,1.0,0.78170586
1,1.0,0.72862995
0,1.0,0.765052
0,0.0,0.23857236
1,1.0,0.7479527
0,0.0,0.13021038
0,0.0,0.36725014
0,0.0,0.2283201
1,1.0,0.6364497
0,0.0,0.23040012
0,0.0,0.45859602
1,0.0,0.4549359
0,0.0,0.12546566
1,1.0,0.9220189
1,1.0,0.83601165
1,1.0,0.7927319
1,0.0,0.26523888
1,1.0,0.92761916
1,1.0,0.8633991
0,0.0,0.1872376
1,1.0,0.7184105
0,0.0,0.41988903
0,0.0,0.21256328
1,1.0,0.8755782
0,0.0,0.22022946
0,0.0,0.14396662
1,1.0,0.6939177
0,0.0,0.34830084
1,1.0,0.7475581
1,1.0,0.8272183
1,1.0,0.95265585
1,0.0,0.47849455
1,1.0,0.8174838
1,1.0,0.6939503
1,1.0,0.51356936
0,0.0,0.23216717
1,1.0,0.5485233
1,1.0,0.6950345
0,0.0,0.38842058
1,1.0,0.90507406
0,1.0,0.5987019
0,0.0,0.2408574
0,0.0,0.082489364
1,1.0,0.8662422
1,1.0,0.7772147
1,1.0,0.7709845
1,1.0,0.5861434
1,0.0,0.38313356
1,1.0,0.9129067
1,1.0,0.7754311
0,0.0,0.3881703
1,1.0,0.573664
1,1.0,0.7618166
1,0.0,0.26750764
0,0.0,0.40061325
0,0.0,0.23541147
1,1.0,0.8565948
0,0.0,0.20399326
0,0.0,0.12534094
1,1.0,0.9129893
0,1.0,0.6164813
1,1.0,0.72768176
1,1.0,0.79960024
1,0.0,0.2892496
0,0.0,0.36799482
0,1.0,0.514418
1,1.0,0.7394067
0,1.0,0.6482588
0,0.0,0.24568963
0,1.0,0.5983015
1,1.0,0.8263366
1,1.0,0.7542583
1,1.0,0.70678526
1,1.0,0.78387666
1,1.0,0.8599914
1,1.0,0.7413762
0,0.0,0.29121697
1,1.0,0.6748141
1,1.0,0.8137237
0,0.0,0.23428583
1,1.0,0.6992818
1,1.0,0.66148674
0,0.0,0.33044258
1,1.0,0.87672234
1,1.0,0.8277687
1,1.0,0.84250504
0,0.0,0.19546665
0,0.0,0.25534937
1,0.0,0.398782
1,1.0,0.7303503
1,1.0,0.93093675
1,1.0,0.7437812
1,1.0,0.9539405
1,1.0,0.82126737
0,1.0,0.6515101
0,0.0,0.2732347
1,1.0,0.9270659
1,0.0,0.2647164
0,0.0,0.45614663
0,1.0,0.505225
0,0.0,0.24325569
0,0.0,0.4080378
1,1.0,0.8343248
0,0.0,0.21157454
1,0.0,0.43425533
0,0.0,0.29210562
1,1.0,0.85046804
0,1.0,0.7434215
1,1.0,0.6668234
1,1.0,0.85698473
1,1.0,0.87382567
1,1.0,0.8483604
1,1.0,0.709475
0,0.0,0.32033098
1,1.0,0.7330104
1,1.0,0.89979124
1,0.0,0.3817978
1,0.0,0.40875977
0,0.0,0.36730716
1,1.0,0.68133366
0,0.0,0.2665659
0,0.0,0.29820466
1,1.0,0.9223927
1,1.0,0.84356844
0,1.0,0.50021887
0,0.0,0.22339216
1,1.0,0.9736672
1,0.0,0.2824875
0,0.0,0.23019916
1,1.0,0.84956795
1,1.0,0.8298081
0,0.0,0.26714793
0,0.0,0.1872658
0,1.0,0.78049123
0,0.0,0.28941637
1,1.0,0.8294133
1,1.0,0.6952101
0,0.0,0.21200442
1,1.0,0.78901565
0,1.0,0.5992595
1,0.0,0.28650138
0,1.0,0.54806304
1,1.0,0.7589669
0,0.0,0.21737348
0,0.0,0.1654455
0,0.0,0.38010278
0,0.0,0.23454878
0,0.0,0.32897487
1,0.0,0.42259216
0,0.0,0.3411975
0,1.0,0.78755945
0,1.0,0.62075853
0,0.0,0.2017734
1,0.0,0.4534559
0,0.0,0.18502714
1,1.0,0.5610498
1,1.0,0.8000609
0,0.0,0.22597833
0,0.0,0.19694309
1,0.0,0.3946521
1,1.0,0.84367347
1,1.0,0.75603616
1,1.0,0.9977731
0,0.0,0.13069037
1,1.0,0.92749506
1,1.0,0.84281033
0,0.0,0.18732995
1,1.0,0.86605513
1,1.0,0.88262296
1,1.0,0.59040797
0,1.0,0.5682161
0,0.0,0.24120598
1,1.0,0.5434569
1,1.0,0.92740226
0,0.0,0.33129364
0,0.0,0.20496239
1,1.0,0.844273
1,1.0,0.8885532
1,1.0,0.9136695
0,0.0,0.21527022
1,1.0,0.7254218
1,0.0,0.48734346
1,0.0,0.24746898
1,1.0,0.84530234
1,0.0,0.39809176
1,1.0,0.85918355
1,1.0,0.8085781
1,1.0,0.5788921
1,1.0,0.74975467
1,1.0,0.95393914
1,1.0,0.8760335
0,0.0,0.16957873
1,1.0,0.9046046
0,0.0,0.2414818
0,0.0,0.14237711
1,1.0,0.808303
1,1.0,0.61559284
0,0.0,0.08124435
0,0.0,0.3083517
1,1.0,0.8348999
0,0.0,0.20989227
0,1.0,0.6326904
1,1.0,0.94895923
0,0.0,0.23613884
1,1.0,0.86432475
1,1.0,0.7519471
1,1.0,0.9484009
0,0.0,0.2238449
1,1.0,0.74811107
0,0.0,0.2073824
1,1.0,0.5662861
1,1.0,0.9981352
0,0.0,0.46533227
0,1.0,0.59642595
1,1.0,0.8928707
0,0.0,0.28316912
1,1.0,0.89754164
1,1.0,0.96259964
1,1.0,0.85048115
1,1.0,0.9324528
1,1.0,0.52460146
1,1.0,0.8055832
1,1.0,0.7799909
0,0.0,0.37536436
1,0.0,0.47002923
1,1.0,0.98853976
0,0.0,0.08079848
1,0.0,0.33643082
1,1.0,0.74683684
1,1.0,0.79422873
0,0.0,0.25458387
0,0.0,0.24078108
0,1.0,0.65089893
1,0.0,0.38891026
1,1.0,0.92607456
1,1.0,0.8750721
1,1.0,0.877974
0,0.0,0.3264576
1,1.0,0.7196783
1,1.0,0.9606496
1,1.0,0.91679513
1,1.0,0.9041043
0,0.0,0.48516187
1,1.0,0.68619853
0,0.0,0.15922455
1,1.0,0.84795594
1,1.0,0.5427376
1,0.0,0.46634546
1,1.0,0.5764247
0,1.0,0.7035113
1,1.0,0.72685194
1,1.0,0.82116866
1,1.0,0.7505573
1,1.0,0.9994081
1,1.0,0.7132987
0,0.0,0.4033289
0,0.0,0.2994521
1,1.0,0.81717396
0,0.0,0.4772142
1,1.0,0.79947007
1,0.0,0.44929528
0,1.0,0.6476164
1,1.0,0.99089396
1,1.0,0.9526237
0,0.0,0.3819004
0,0.0,0.24651144
1,1.0,0.81740147
0,0.0,0.16946921
1,1.0,0.68118465
0,0.0,0.3536914
0,1.0,0.61501163
0,0.0,0.3489879
0,1.0,0.5867425
0,0.0,0.20905347
0,0.0,0.18094708
0,0.0,0.37537125
1,1.0,0.74781525
1,1.0,0.7507013
1,1.0,0.806066
1,1.0,0.84285676
0,0.0,0.24835186
0,0.0,0.37992284
0,0.0,0.3080601
0,1.0,0.6305834
0,0.0,0.24092859
1,1.0,0.7325912
0,0.0,0.20930551
1,1.0,0.5532742
0,0.0,0.19172381
0,0.0,0.346716
1,1.0,0.91154826
1,1.0,0.8034949
0,1.0,0.54979086
1,1.0,0.7341356
1,1.0,0.9489496
0,0.0,0.23171389
0,0.0,0.21616106
0,0.0,0.291907
1,1.0,0.56806123
1,1.0,0.8952054
1,1.0,0.82488173
1,1.0,0.883888
0,0.0,0.37210882
1,1.0,0.99644434
1,1.0,0.6702944
0,0.0,0.20057355
0,0.0,0.21954896
0,0.0,0.39946136
1,1.0,0.7635709
1,1.0,0.9208217
1,0.0,0.45368552
1,1.0,0.7378628
0,0.0,0.40586695
0,0.0,0.42327455
1,1.0,0.6546526
1,1.0,0.8450376
1,1.0,0.7217512
1,1.0,0.8083906
1,1.0,0.8145033
0,0.0,0.21985623
0,0.0,0.22729117
1,1.0,0.7902701
1,1.0,0.689788
0,0.0,0.41415283
1,1.0,0.8796545
1,1.0,0.751806
0,0.0,0.17131269
0,0.0,0.45895442
0,0.0,0.15493125
1,1.0,0.85517144
0,0.0,0.4035601
0,0.0,0.48470065
0,0.0,0.18751547
0,0.0,0.48678473
0,0.0,0.22969534
0,1.0,0.84937614
0,1.0,0.6212489
1,0.0,0.45889434
0,0.0,0.39565474
0,0.0,0.18103296
1,1.0,0.7981339
1,1.0,0.5886874
0,1.0,0.63145673
1,1.0,0.8681714
0,0.0,0.2643323
0,0.0,0.22673884
1,1.0,0.98231655
1,1.0,0.71781355
0,0.0,0.21102004
1,1.0,0.7135596
1,0.0,0.3808909
1,1.0,0.8089116
1,1.0,0.7924253
1,1.0,0.6146987
1,1.0,0.80777025
1,1.0,0.7075479
0,1.0,0.50236666
1,0.0,0.4278097
0,0.0,0.226258
1,1.0,0.6234808
0,0.0,0.22050543
0,0.0,0.22394632
1,0.0,0.39053902
0,0.0,0.22851333
1,1.0,0.85079575
0,0.0,0.2348682
1,1.0,0.83651245
1,0.0,0.49456403
1,1.0,0.5756085
0,0.0,0.19974628
1,0.0,0.467888
1,1.0,0.8128354
0,1.0,0.6102609
1,1.0,0.5771879
1,1.0,0.8389637
0,0.0,0.39579198
1,1.0,0.917954
1,1.0,0.73928165
0,0.0,0.20038304
1,1.0,0.73322314
0,1.0,0.6547564
1,1.0,0.87401634
1,1.0,0.82821274
0,0.0,0.36750233
0,0.0,0.19754778
0,0.0,0.34381592
1,1.0,0.815644
1,1.0,0.88276887
0,0.0,0.3128449
1,1.0,0.87476146
1,1.0,0.9607401
1,1.0,0.7861946
1,1.0,0.605299
0,0.0,0.2116012
1,1.0,0.931823
0,0.0,0.29553834
0,0.0,0.36721408
0,0.0,0.18394667
1,1.0,0.9343972
1,1.0,0.8997993
0,0.0,0.23750474
1,1.0,0.8051904
0,0.0,0.4969743
0,1.0,0.55669045
0,1.0,0.85116166
0,0.0,0.2506241
1,1.0,0.90191513
0,0.0,0.30124995
0,0.0,0.12660985
0,0.0,0.22984032
0,0.0,0.1818425
1,1.0,0.51247513
0,0.0,0.198124
0,0.0,0.2771159
0,0.0,0.20456353
0,0.0,0.25330108
1,1.0,0.6065118
1,1.0,0.7057871
1,1.0,0.57780266
0,0.0,0.24571368
0,0.0,0.41969
1,1.0,0.88977784
0,0.0,0.18609437
0,0.0,0.3175833
1,0.0,0.20252833
0,0.0,0.37754905
0,0.0,0.40633443
0,1.0,0.79851425
1,1.0,0.78870416
1,1.0,0.84518474
1,1.0,0.9872003
0,0.0,0.18256053
0,1.0,0.6866804
1,1.0,0.7929522
0,0.0,0.40984157
1,1.0,0.8781732
0,0.0,0.23405199
1,1.0,0.8790667
1,1.0,0.785555
1,1.0,0.9148686
1,1.0,0.94780844
0,0.0,0.40062588
0,0.0,0.18322591
1,1.0,0.8937796
1,1.0,0.76075864
1,1.0,0.87055725
1,1.0,0.9355518
0,0.0,0.21347809
1,1.0,0.77497804
1,1.0,0.7635115
0,0.0,0.43610543
0,0.0,0.30117792
0,1.0,0.54566455
1,1.0,0.6811292
1,1.0,0.725631
1,1.0,0.87487435
1,1.0,0.9871989
1,1.0,0.6528226
1,1.0,0.8836708
1,0.0,0.32991794
0,0.0,0.42013174
1,1.0,0.86252743
1,1.0,0.8541463
1,1.0,0.5036664
0,0.0,0.36095777
0,1.0,0.50214016
0,0.0,0.31407726
1,1.0,0.80308414
1,1.0,0.92171705
1,1.0,0.8770263
1,1.0,0.5753131
0,0.0,0.09275203
1,1.0,0.76175135
0,0.0,0.20660767
0,0.0,0.18401752
1,1.0,0.9433843
0,0.0,0.2016437
1,1.0,0.93995774
1,1.0,0.87199706
1,0.0,0.41202006
1,1.0,0.7664066
0,1.0,0.5492375
0,0.0,0.17266688
1,0.0,0.39122432
0,0.0,0.19879317
0,0.0,0.30400148
1,1.0,0.7305925
0,0.0,0.45215175
0,0.0,0.22517082
0,0.0,0.39198896
0,0.0,0.23863499
0,1.0,0.58923846
0,0.0,0.4265386
0,1.0,0.7740753
1,1.0,0.793876
1,1.0,0.93037915
1,1.0,0.950748
0,0.0,0.238421
1,1.0,0.7227695
0,1.0,0.93582547
0,1.0,0.5879708
0,1.0,0.56817806
0,0.0,0.1397548
0,0.0,0.1681584
0,0.0,0.13037549
0,0.0,0.12071405
0,0.0,0.24616781
0,1.0,0.72539407
1,1.0,0.88210446
0,0.0,0.1297823
0,0.0,0.29032022
1,1.0,0.9908902
0,1.0,0.82554007
0,1.0,0.5558037
1,1.0,0.745976
0,0.0,0.22627099
0,0.0,0.38496166
1,1.0,0.7461697
0,1.0,0.55425155
1,1.0,0.5063629
0,0.0,0.27008027
1,0.0,0.4701761
0,0.0,0.21866038
1,1.0,0.84052736
1,1.0,0.77347535
1,1.0,0.89682084
0,0.0,0.1882652
1,1.0,0.9205249
1,1.0,0.89387435
1,1.0,0.5581732
0,0.0,0.2611719
1,1.0,0.8397542
0,0.0,0.4055221
1,1.0,0.76284105
1,1.0,0.9265251
0,0.0,0.19667728
1,0.0,0.48243377
0,0.0,0.2109434
1,1.0,0.87627506
1,1.0,0.90078056
0,1.0,0.5434139
0,0.0,0.32697356
1,1.0,0.5415307
1,1.0,0.7775053
1,1.0,0.7354342
1,1.0,0.8755493
1,0.0,0.41366947
1,1.0,0.732394
1,1.0,0.69180626
1,1.0,0.80636823
0,0.0,0.4576849
1,1.0,0.65838087
1,1.0,0.59632546
0,0.0,0.2797178
1,1.0,0.89645326
1,1.0,0.74586034
1,0.0,0.42890105
1,1.0,0.7235676
1,1.0,0.750324
1,1.0,0.78538597
1,1.0,0.698681
0,0.0,0.33252499
0,0.0,0.274236
0,0.0,0.36217403
0,0.0,0.22117078
1,0.0,0.39242208
0,0.0,0.37188408
1,0.0,0.31085265
1,1.0,0.7102034
1,1.0,0.8143655
0,0.0,0.20925821
0,0.0,0.21381548
0,0.0,0.15124126
1,1.0,0.74049616
0,0.0,0.27495322
1,1.0,0.6579091
1,1.0,0.83374083
1,1.0,0.9507635
0,0.0,0.36529726
1,1.0,0.9195522
0,0.0,0.3349575
0,0.0,0.19904308
1,1.0,0.7579725
0,0.0,0.13279046
1,1.0,0.8340289
0,0.0,0.44253722
0,0.0,0.39143044
1,1.0,0.72010183
0,0.0,0.2421788
0,1.0,0.74129033
0,0.0,0.33945295
1,1.0,0.7953004
0,0.0,0.31912598
1,1.0,0.7656437
1,1.0,0.8313943
0,0.0,0.4196714
1,1.0,0.8058391
0,0.0,0.14382747
0,1.0,0.6311629
1,1.0,0.6948708
1,1.0,0.69402516
0,0.0,0.21409155
0,0.0,0.2718107
0,0.0,0.23852511
0,0.0,0.21280032
1,1.0,0.7692069
0,0.0,0.31300712
0,1.0,0.6292087
0,1.0,0.6052755
1,0.0,0.34526056
0,0.0,0.23756999
0,0.0,0.21359956
0,0.0,0.1797152
1,0.0,0.37729514
1,0.0,0.38480002
0,0.0,0.49201992
1,1.0,0.775279
1,1.0,0.7661679
1,1.0,0.9234674
1,1.0,0.89146596
1,1.0,0.73770535
1,1.0,0.77125585
1,1.0,0.75681245
0,0.0,0.22587885
1,1.0,0.8439143
1,1.0,0.79724467
1,0.0,0.45811668
0,0.0,0.48750907
0,0.0,0.18111247
0,1.0,0.5796211
0,1.0,0.64655685
0,0.0,0.4706512
1,0.0,0.2794544
1,1.0,0.9607399
0,0.0,0.23546177
0,0.0,0.39511552
0,1.0,0.6397245
1,1.0,0.92172116
1,0.0,0.3859266
1,1.0,0.6951866
0,0.0,0.24256256
0,0.0,0.4814852
1,1.0,0.6449324
0,0.0,0.49787277
1,1.0,0.76432955
1,1.0,0.608413
1,1.0,0.8017219
1,1.0,0.9120157
1,0.0,0.39653355
0,1.0,0.59415853
1,1.0,0.83110994
0,0.0,0.46748078
1,1.0,0.87464154
0,0.0,0.395998
0,0.0,0.30891085
1,1.0,0.8356795
0,0.0,0.21194293
0,0.0,0.30801705
1,1.0,0.5307956
1,1.0,0.7897819
1,1.0,0.72519207
0,0.0,0.23503195
0,0.0,0.14433376
0,0.0,0.28422344
0,0.0,0.19880335
1,1.0,0.81820434
1,1.0,0.7655174
0,0.0,0.35481575
0,0.0,0.24439643
1,1.0,0.6783515
1,1.0,0.7985884
1,1.0,0.73018646
1,1.0,0.7468234
1,1.0,0.8287006
0,0.0,0.17137374
1,0.0,0.4678353
1,1.0,0.69626176
1,1.0,0.7879156
0,1.0,0.5787877
1,1.0,0.8786818
0,0.0,0.42256284
0,0.0,0.08052714
0,0.0,0.24132793
0,0.0,0.24485709
0,0.0,0.2037616
1,1.0,0.7465606
1,1.0,0.70521086
0,1.0,0.6863557
1,0.0,0.28354844
1,1.0,0.5947548
1,1.0,0.5330256
1,1.0,0.8375868
0,0.0,0.19912975
1,1.0,0.8393247
1,0.0,0.2678463
1,1.0,0.85899115
0,0.0,0.19626816
0,0.0,0.12520069
1,1.0,0.7338491
0,0.0,0.21419011
0,0.0,0.31808248
0,0.0,0.21276073
0,0.0,0.2394932
0,0.0,0.32996196
1,1.0,0.86794233
0,0.0,0.48711613
0,1.0,0.80940616
0,0.0,0.26308718
1,1.0,0.71431315
0,0.0,0.31276202
1,0.0,0.3898523
1,1.0,0.6570135
0,0.0,0.21083584
0,0.0,0.19705853
1,1.0,0.80432725
1,0.0,0.45004025
1,1.0,0.84992534
1,1.0,0.8826725
1,1.0,0.6053073
0,0.0,0.38460293
0,0.0,0.40487668
1,1.0,0.8090716
0,0.0,0.21737593
0,1.0,0.6384684
1,1.0,0.8430028
0,0.0,0.19678374
1,1.0,0.94521827
0,1.0,0.726338
1,1.0,0.61689836
0,0.0,0.21614851
1,0.0,0.38063228
0,0.0,0.32906225
0,0.0,0.18269897
1,1.0,0.6691081
1,1.0,0.77183867
0,0.0,0.23698834
0,0.0,0.4547181
1,1.0,0.8374618
1,1.0,0.68737453
0,1.0,0.5671669
1,1.0,0.8330262
0,0.0,0.20831709
1,1.0,0.8709598
0,0.0,0.25258598
0,0.0,0.24540335
0,1.0,0.53914386
0,0.0,0.39588234
1,1.0,0.9238057
0,0.0,0.23609851
1,1.0,0.8583598
0,0.0,0.3178526
1,1.0,0.6778419
1,1.0,0.5201259
1,1.0,0.8131721
1,1.0,0.7283657
0,0.0,0.19077304
1,1.0,0.6412828
0,0.0,0.35078177
1,1.0,0.916794
1,1.0,0.9122859
1,1.0,0.8375151
0,1.0,0.53586435
0,0.0,0.3428054
1,1.0,0.84645486
0,0.0,0.4710916
1,1.0,0.7461915
0,0.0,0.35786724
0,0.0,0.3453644
0,1.0,0.67178035
1,1.0,0.57335985
1,1.0,0.67412186
1,1.0,0.8818039
0,0.0,0.33525363
0,0.0,0.36441824
1,1.0,0.71764064
1,1.0,0.7476176
1,1.0,0.75347435
1,1.0,0.81753004
0,0.0,0.47171822
0,0.0,0.19343695
1,1.0,0.6370928
1,1.0,0.7372724
1,1.0,0.60369337
1,1.0,0.8064508
0,1.0,0.5642698
1,1.0,0.8244891
1,1.0,0.8091875
1,1.0,0.7350507
0,0.0,0.083415784
1,0.0,0.2856583
1,1.0,0.6696809
0,0.0,0.3889362
1,1.0,0.6885361
1,1.0,0.93156314
0,0.0,0.19223668
1,1.0,0.75370944
1,1.0,0.76661927
0,0.0,0.28443718
1,1.0,0.81467897
0,0.0,0.3203936
1,1.0,0.6326682
0,0.0,0.38068476
1,1.0,0.7704172
0,1.0,0.5966656
1,0.0,0.39655116
1,1.0,0.88886905
1,1.0,0.91557705
