true_labels,predicted_labels,scores
1,1.0,0.99738276
1,1.0,0.9959284
0,0.0,0.0012232262
0,0.0,0.00037652196
0,0.0,0.0044475286
1,1.0,0.9961242
1,1.0,0.9964567
0,0.0,0.00055551744
0,0.0,0.0005881817
1,1.0,0.99577475
0,0.0,0.0015270488
0,0.0,0.00048569305
0,0.0,0.00074688013
1,1.0,0.9966174
1,1.0,0.9961755
0,0.0,0.0004080009
0,0.0,0.00065584114
1,1.0,0.99628395
1,1.0,0.99624544
0,0.0,0.0012150035
0,0.0,0.00058813934
1,1.0,0.99581814
0,0.0,0.0016873152
1,1.0,0.9960258
1,1.0,0.9959816
1,1.0,0.9959349
1,1.0,0.9961534
1,1.0,0.9966247
0,0.0,0.0012170166
1,1.0,0.9966192
1,1.0,0.9961369
1,1.0,0.99594295
1,1.0,0.9959436
0,0.0,0.0011184136
1,1.0,0.9966259
1,1.0,0.99594533
1,1.0,0.998373
1,1.0,0.99621093
0,0.0,0.00080264214
1,1.0,0.99612385
1,1.0,0.9966683
0,0.0,0.00079003087
1,1.0,0.99669003
0,0.0,0.00430734
0,0.0,0.00036037923
0,0.0,0.00053966604
1,1.0,0.99625003
1,1.0,0.99622613
1,1.0,0.99580574
0,0.0,0.0003475596
1,1.0,0.9959579
0,0.0,0.000558403
1,1.0,0.9963576
1,1.0,0.99600554
0,0.0,0.00059302524
0,0.0,0.00083547505
1,1.0,0.9957846
1,1.0,0.99640757
0,0.0,0.0003849862
1,1.0,0.99613327
1,1.0,0.9959492
1,1.0,0.9962409
0,0.0,0.0005910779
1,1.0,0.9957856
1,1.0,0.99636084
0,0.0,0.00086304307
1,1.0,0.99597377
1,1.0,0.99615765
1,1.0,0.9959695
0,0.0,0.00068744674
0,0.0,0.0005661302
0,0.0,0.0011183037
1,1.0,0.9957982
1,1.0,0.9957826
0,0.0,0.0005926099
1,1.0,0.9961738
0,0.0,0.00078983663
1,1.0,0.9971652
0,0.0,0.0011180259
1,1.0,0.9963153
0,0.0,0.0012150012
0,0.0,0.000816428
0,0.0,0.0005818041
1,1.0,0.99687785
1,1.0,0.9959575
0,0.0,0.0010207847
0,0.0,0.00078745617
1,1.0,0.9965462
1,1.0,0.996152
0,0.0,0.0006544736
1,1.0,0.99615926
1,1.0,0.995954
0,0.0,0.00073865487
0,0.0,0.0010124317
0,0.0,0.00057446735
0,0.0,0.0005607201
0,0.0,0.0006554712
0,0.0,0.00047871596
0,0.0,0.00065575296
1,1.0,0.9960642
0,0.0,0.0010210581
1,1.0,0.996188
1,1.0,0.99661374
0,0.0,0.00036084355
1,1.0,0.99713945
1,1.0,0.99596304
1,1.0,0.9961756
0,0.0,0.0013169071
0,0.0,0.00054604455
1,1.0,0.99618214
1,1.0,0.99637717
0,0.0,0.00034832786
1,1.0,0.9957718
1,1.0,0.99624187
0,0.0,0.0010213868
0,0.0,0.001215135
1,1.0,0.9960026
1,1.0,0.9967601
0,0.0,0.0007328281
1,1.0,0.99649054
1,1.0,0.9961224
1,1.0,0.99593437
1,1.0,0.9959113
1,1.0,0.99596596
1,1.0,0.99586713
1,1.0,0.99665266
0,0.0,0.0005728607
0,0.0,0.000550652
1,1.0,0.99606204
1,1.0,0.99579084
0,0.0,0.0006373848
1,1.0,0.99595815
1,1.0,0.99613786
1,1.0,0.99639446
1,1.0,0.9969235
1,1.0,0.9958924
0,0.0,0.0010626666
1,1.0,0.99636185
1,1.0,0.9961673
1,1.0,0.99628145
0,0.0,0.0037994178
1,1.0,0.9966458
1,1.0,0.9962457
1,1.0,0.9961696
1,1.0,0.99666584
1,1.0,0.9957855
1,1.0,0.996167
0,0.0,0.0011183198
1,1.0,0.99620837
0,0.0,0.0010587752
1,1.0,0.9966427
0,0.0,0.00039898197
1,1.0,0.9964544
1,1.0,0.9960026
1,1.0,0.99672407
0,0.0,0.00057726883
1,1.0,0.9959413
1,1.0,0.9961668
1,1.0,0.9962009
0,0.0,0.005092206
1,1.0,0.99621314
1,1.0,0.9961372
1,1.0,0.9961608
1,1.0,0.99580246
0,0.0,0.00027982492
1,1.0,0.99591887
0,0.0,0.0005554825
1,1.0,0.996282
1,1.0,0.99656224
1,1.0,0.99585897
1,1.0,0.9979795
0,0.0,0.0010626798
0,0.0,0.0005604318
0,0.0,0.0006547419
0,0.0,0.00047812177
1,1.0,0.9960298
1,1.0,0.99653095
0,0.0,0.001062609
1,1.0,0.9963211
0,0.0,0.00053963315
0,0.0,0.001019923
0,0.0,0.0005818523
0,0.0,0.0010578607
0,0.0,0.00097476237
1,1.0,0.9963486
0,0.0,0.00040559444
0,0.0,0.009138918
1,1.0,0.9963598
1,1.0,0.99636203
1,1.0,0.9969124
0,0.0,0.00059302524
1,1.0,0.99597937
1,1.0,0.9963463
0,0.0,0.0005498378
1,1.0,0.9958363
1,1.0,0.9960506
1,1.0,0.9958275
0,0.0,0.0005729079
0,0.0,0.0028367324
1,1.0,0.9968228
1,1.0,0.996632
0,0.0,0.00035665891
1,1.0,0.9960724
0,0.0,0.00033073936
1,1.0,0.99578357
0,0.0,0.0005728536
1,1.0,0.99583757
1,1.0,0.99853194
1,1.0,0.9961609
0,0.0,0.00041239688
0,0.0,0.0005461536
1,1.0,0.9967214
0,0.0,0.0011213741
0,0.0,0.0011833005
1,1.0,0.99590135
1,1.0,0.996137
1,1.0,0.9960583
0,0.0,0.00058449805
0,0.0,0.00044587522
0,0.0,0.00035555827
1,1.0,0.9959593
0,0.0,0.00071351347
0,0.0,0.00026820652
1,1.0,0.99614143
1,1.0,0.9958461
1,1.0,0.996639
0,0.0,0.0010471372
0,0.0,0.0005834845
0,0.0,0.0011183886
0,0.0,0.014905468
0,0.0,0.00084026525
0,0.0,0.005583186
0,0.0,0.0006551901
0,0.0,0.0005396917
0,0.0,0.00055842457
0,0.0,0.0003396849
0,0.0,0.0012654804
0,0.0,0.0006358909
1,1.0,0.9959314
0,0.0,0.0005839468
0,0.0,0.0007899785
1,1.0,0.9961678
0,0.0,0.0008158494
1,1.0,0.9961376
1,1.0,0.99593556
0,0.0,0.000774551
1,1.0,0.9957999
1,1.0,0.99624395
0,0.0,0.0010625527
0,0.0,0.0005988488
1,1.0,0.99636394
0,0.0,0.0010627633
0,0.0,0.00087405817
1,1.0,0.9962855
1,1.0,0.99662125
0,0.0,0.0008444254
1,1.0,0.995943
0,0.0,0.00065452856
1,1.0,0.99628615
0,0.0,0.000655448
0,0.0,0.00070009404
1,1.0,0.9959541
1,1.0,0.9964824
0,0.0,0.00093043
1,1.0,0.99605906
0,0.0,0.00028073238
0,0.0,0.0006543598
0,0.0,0.00036090214
1,1.0,0.99700123
0,0.0,0.0002831816
0,0.0,0.0005930309
0,0.0,0.00058234326
1,1.0,0.99604356
0,0.0,0.004444709
0,0.0,0.0007619791
0,0.0,0.0004301148
1,1.0,0.9960191
1,1.0,0.998341
0,0.0,0.0008525397
1,1.0,0.99670047
1,1.0,0.996137
1,1.0,0.99659437
0,0.0,0.0013519551
0,0.0,0.00040418986
1,1.0,0.99634576
1,1.0,0.9960811
0,0.0,0.0015006479
0,0.0,0.00065603614
0,0.0,0.001265993
0,0.0,0.001118607
0,0.0,0.0016761656
0,0.0,0.00044627173
1,1.0,0.9967606
1,1.0,0.9961485
0,0.0,0.00029151118
0,0.0,0.0007765079
0,0.0,0.00093018985
1,1.0,0.9969308
1,1.0,0.9967217
0,0.0,0.00071275607
1,1.0,0.9961673
0,0.0,0.0006549928
1,1.0,0.99592733
0,0.0,0.003710352
1,1.0,0.9990021
1,1.0,0.99650854
0,0.0,0.000881875
1,1.0,0.99628466
1,1.0,0.99634796
1,1.0,0.9959498
0,0.0,0.0004159441
0,0.0,0.00065674615
1,1.0,0.9962164
0,0.0,0.0012668879
1,1.0,0.99674296
0,0.0,0.0004995917
1,1.0,0.99614
0,0.0,0.004452522
1,1.0,0.99597234
1,1.0,0.99621034
0,0.0,0.00073571765
1,1.0,0.9957671
0,0.0,0.0005774298
1,1.0,0.99602497
1,1.0,0.9959588
0,0.0,0.00074698194
1,1.0,0.9961573
1,1.0,0.9972248
0,0.0,0.0005853198
1,1.0,0.99576586
1,1.0,0.9962556
0,0.0,0.0005882151
1,1.0,0.99634594
0,0.0,0.00031464073
0,0.0,0.0005721412
1,1.0,0.9961281
0,0.0,0.0005313364
1,1.0,0.99620646
1,1.0,0.99820876
1,1.0,0.99593633
1,1.0,0.99593306
1,1.0,0.9959394
0,0.0,0.0014019763
0,0.0,0.0011183982
1,1.0,0.99618244
0,0.0,0.0014735748
1,1.0,0.996197
0,0.0,0.000549822
1,1.0,0.99663657
0,0.0,0.00093041314
0,0.0,0.0012360383
0,0.0,0.00083781325
0,0.0,0.0008332358
1,1.0,0.99593794
0,0.0,0.00069797295
1,1.0,0.9967145
1,1.0,0.9963597
0,0.0,0.0012156271
0,0.0,0.00054503075
0,0.0,0.0012142938
1,1.0,0.9959283
1,1.0,0.9959423
0,0.0,0.00058923685
0,0.0,0.0002617555
0,0.0,0.000815533
0,0.0,0.0010626252
1,1.0,0.9964269
0,0.0,0.0006622887
0,0.0,0.0011179375
1,1.0,0.9967379
0,0.0,0.0018229028
0,0.0,0.000566151
0,0.0,0.0010610395
0,0.0,0.0011169778
0,0.0,0.0011184375
0,0.0,0.0006554574
1,1.0,0.9957812
1,1.0,0.9961672
1,1.0,0.9962563
0,0.0,0.0005659862
1,1.0,0.996302
1,1.0,0.9963477
1,1.0,0.9960188
1,1.0,0.99644333
0,0.0,0.00065419835
1,1.0,0.99666494
1,1.0,0.9961518
1,1.0,0.9957964
0,0.0,0.00058521435
1,1.0,0.99631655
1,1.0,0.996672
1,1.0,0.99606764
1,1.0,0.99603564
0,0.0,0.0006882291
0,0.0,0.001121897
1,1.0,0.9961374
0,0.0,0.0005899441
1,1.0,0.9963937
1,1.0,0.9968915
0,0.0,0.0008337397
1,1.0,0.99577683
1,1.0,0.99578255
1,1.0,0.99591637
1,1.0,0.9962828
0,0.0,0.00042648948
0,0.0,0.00054615695
0,0.0,0.00042311463
0,0.0,0.003908228
0,0.0,0.00065548177
1,1.0,0.99621874
1,1.0,0.99748415
1,1.0,0.9964541
1,1.0,0.9966594
1,1.0,0.99589723
0,0.0,0.0016817028
1,1.0,0.99594015
1,1.0,0.99592763
0,0.0,0.0012377665
0,0.0,0.0016675574
0,0.0,0.0010627183
0,0.0,0.00051040994
0,0.0,0.0006389019
0,0.0,0.0005899252
0,0.0,0.00039904224
1,1.0,0.99640155
0,0.0,0.00078743405
1,1.0,0.99616325
1,1.0,0.99617183
1,1.0,0.9987757
1,1.0,0.9964283
1,1.0,0.9960372
0,0.0,0.0005839927
1,1.0,0.9959777
0,0.0,0.0011842815
1,1.0,0.99629945
1,1.0,0.9961538
0,0.0,0.00065587397
0,0.0,0.0009259961
0,0.0,0.0007904073
1,1.0,0.9961442
1,1.0,0.9962342
0,0.0,0.0005584158
0,0.0,0.0005839955
0,0.0,0.0016925652
1,1.0,0.99619794
0,0.0,0.0010626747
0,0.0,0.0010623711
1,1.0,0.9960621
0,0.0,0.007991429
0,0.0,0.0008707125
0,0.0,0.00046165538
0,0.0,0.0015907147
0,0.0,0.0005561575
0,0.0,0.00048826885
0,0.0,0.0012152243
1,1.0,0.99637765
1,1.0,0.99662167
1,1.0,0.9964987
1,1.0,0.9960269
1,1.0,0.9961789
0,0.0,0.0006867861
0,0.0,0.0012150956
1,1.0,0.996039
1,1.0,0.99837136
1,1.0,0.99606717
0,0.0,0.0018303902
1,1.0,0.9961682
1,1.0,0.99664927
0,0.0,0.0005584102
0,0.0,0.0012653094
0,0.0,0.0012162589
0,0.0,0.0013169434
1,1.0,0.99663186
0,0.0,0.00038296965
1,1.0,0.996243
1,1.0,0.99616796
0,0.0,0.0005261108
0,0.0,0.00040801472
1,1.0,0.99619293
1,1.0,0.9966422
1,1.0,0.99647826
1,1.0,0.9967284
1,1.0,0.9958301
1,1.0,0.99616706
1,1.0,0.99603313
1,1.0,0.99920446
0,0.0,0.00092964753
1,1.0,0.9961841
1,1.0,0.9980744
1,1.0,0.99636966
1,1.0,0.9961937
0,0.0,0.0006559799
0,0.0,0.00055837445
0,0.0,0.00052611233
1,1.0,0.9965547
1,1.0,0.99668753
0,0.0,0.00027983534
0,0.0,0.0037767985
1,1.0,0.9961897
0,0.0,0.0006367174
0,0.0,0.0010626478
1,1.0,0.99648255
1,1.0,0.99651027
0,0.0,0.0004453171
0,0.0,0.0067960084
0,0.0,0.0006987516
0,0.0,0.00063668686
0,0.0,0.00057282
0,0.0,0.00065472006
0,0.0,0.00059954386
0,0.0,0.0008500981
0,0.0,0.00047985956
1,1.0,0.9966429
1,1.0,0.9969071
1,1.0,0.99678254
0,0.0,0.00080267154
0,0.0,0.00056617695
1,1.0,0.9957668
1,1.0,0.9966261
0,0.0,0.00093495776
0,0.0,0.00029489832
1,1.0,0.9961711
0,0.0,0.0005242474
1,1.0,0.9966178
0,0.0,0.0006555886
1,1.0,0.9962461
0,0.0,0.0003011798
1,1.0,0.9966821
1,1.0,0.9967088
1,1.0,0.99613744
1,1.0,0.99648565
0,0.0,0.0005910723
0,0.0,0.00065523566
0,0.0,0.004275211
1,1.0,0.9967252
1,1.0,0.9985778
0,0.0,0.0012038166
1,1.0,0.99593073
1,1.0,0.996234
0,0.0,0.00057740667
1,1.0,0.9966791
1,1.0,0.99672604
1,1.0,0.99604845
1,1.0,0.99593425
0,0.0,0.0005743721
1,1.0,0.9962692
1,1.0,0.99662614
0,0.0,0.00059299986
0,0.0,0.00026895347
0,0.0,0.003444226
1,1.0,0.99613893
1,1.0,0.9959931
1,1.0,0.99696237
0,0.0,0.0005836664
0,0.0,0.0006998055
0,0.0,0.0004077703
1,1.0,0.9957964
1,1.0,0.99634695
0,0.0,0.0015829583
1,1.0,0.9983753
1,1.0,0.996234
1,1.0,0.9961773
1,1.0,0.9964448
1,1.0,0.9990779
1,1.0,0.9961657
1,1.0,0.9982591
0,0.0,0.00054981705
1,1.0,0.99596363
0,0.0,0.0045195776
0,0.0,0.00058383716
0,0.0,0.0011360027
1,1.0,0.9966076
1,1.0,0.9961671
1,1.0,0.9962545
0,0.0,0.00074710324
1,1.0,0.9961253
1,1.0,0.99673647
0,0.0,0.0038278152
0,0.0,0.0005817616
0,0.0,0.0006371795
1,1.0,0.99604803
1,1.0,0.9957892
0,0.0,0.0005852415
0,0.0,0.001021399
0,0.0,0.0008443192
0,0.0,0.0008268916
0,0.0,0.00075677613
1,1.0,0.99607533
1,1.0,0.99643034
0,0.0,0.00085120334
1,1.0,0.99622977
0,0.0,0.0007900952
0,0.0,0.0005498448
1,1.0,0.99637026
1,1.0,0.9960425
1,1.0,0.9961881
0,0.0,0.0002577227
1,1.0,0.9959605
0,0.0,0.00070020347
1,1.0,0.99593294
0,0.0,0.00065609807
1,1.0,0.9962098
1,1.0,0.9961832
0,0.0,0.0005899849
1,1.0,0.9959409
0,0.0,0.0017017743
1,1.0,0.9959894
1,1.0,0.9982511
1,1.0,0.99613744
0,0.0,0.00027626508
0,0.0,0.0007330467
1,1.0,0.99734324
0,0.0,0.00060252385
1,1.0,0.99594456
0,0.0,0.00054046314
1,1.0,0.99660784
0,0.0,0.0005562042
0,0.0,0.0012191829
0,0.0,0.00036780135
0,0.0,0.00029430207
0,0.0,0.00065538683
1,1.0,0.9963496
0,0.0,0.00035681637
1,1.0,0.995775
0,0.0,0.0006366234
0,0.0,0.00044361872
1,1.0,0.99704224
0,0.0,0.0008154522
1,1.0,0.9957705
0,0.0,0.0008155283
0,0.0,0.0006475427
1,1.0,0.9964553
0,0.0,0.000761721
0,0.0,0.0030623816
0,0.0,0.0007470425
1,1.0,0.99621505
1,1.0,0.99670666
0,0.0,0.00093097094
1,1.0,0.9963762
1,1.0,0.9961686
1,1.0,0.99644434
1,1.0,0.9959347
1,1.0,0.9966608
1,1.0,0.9961731
0,0.0,0.0005555196
0,0.0,0.0005839521
1,1.0,0.99594027
0,0.0,0.0016761202
0,0.0,0.0005260582
0,0.0,0.00074675557
1,1.0,0.9967204
1,1.0,0.9959024
1,1.0,0.9964608
0,0.0,0.0011358382
0,0.0,0.0010627356
1,1.0,0.9962184
0,0.0,0.0038163553
1,1.0,0.9981877
1,1.0,0.99689794
0,0.0,0.0005701751
0,0.0,0.0005852796
0,0.0,0.00040005104
1,1.0,0.9964105
0,0.0,0.0005814758
1,1.0,0.9966261
0,0.0,0.00054716755
0,0.0,0.0006359212
0,0.0,0.0010627699
1,1.0,0.99595034
0,0.0,0.0005834016
0,0.0,0.00093026826
1,1.0,0.99592954
0,0.0,0.00055551296
0,0.0,0.0004366897
0,0.0,0.0014271521
0,0.0,0.0006214497
1,1.0,0.9964723
0,0.0,0.00055549765
1,1.0,0.9967172
0,0.0,0.0005581093
0,0.0,0.001121702
0,0.0,0.00054990046
1,1.0,0.9961239
1,1.0,0.9962214
1,1.0,0.996245
0,0.0,0.0005839424
0,0.0,0.00028809952
1,1.0,0.9962547
1,1.0,0.9959283
0,0.0,0.00047398693
0,0.0,0.0011183091
1,1.0,0.99616843
0,0.0,0.00058992126
1,1.0,0.995903
0,0.0,0.00057435373
1,1.0,0.9968586
1,1.0,0.9966872
0,0.0,0.0007261699
1,1.0,0.99663645
1,1.0,0.9988806
1,1.0,0.99670726
0,0.0,0.0018465548
1,1.0,0.9967067
0,0.0,0.0007901915
1,1.0,0.99616444
1,1.0,0.99595344
1,1.0,0.99615335
1,1.0,0.99860305
1,1.0,0.99615586
1,1.0,0.99620324
1,1.0,0.9962592
0,0.0,0.00043657733
0,0.0,0.0008395002
0,0.0,0.0010606934
1,1.0,0.9963714
1,1.0,0.9966235
1,1.0,0.9957898
0,0.0,0.00054982933
0,0.0,0.0018223249
1,1.0,0.9958128
0,0.0,0.0005661845
1,1.0,0.9961544
1,1.0,0.99636155
1,1.0,0.99608505
0,0.0,0.0016769798
0,0.0,0.0011184753
1,1.0,0.99609107
1,1.0,0.99614465
0,0.0,0.0005498535
1,1.0,0.9957814
1,1.0,0.99612075
1,1.0,0.9959443
1,1.0,0.9961726
1,1.0,0.9958152
1,1.0,0.99623793
1,1.0,0.99661744
1,1.0,0.99635905
1,1.0,0.9961401
1,1.0,0.9966082
1,1.0,0.99613667
1,1.0,0.99808216
1,1.0,0.996201
1,1.0,0.9966815
1,1.0,0.9962494
0,0.0,0.00081610825
0,0.0,0.0005838455
0,0.0,0.0006544808
0,0.0,0.00028959787
1,1.0,0.9958642
0,0.0,0.0006554312
0,0.0,0.0005996016
1,1.0,0.996291
0,0.0,0.0007397563
0,0.0,0.0005995067
0,0.0,0.00028962354
1,1.0,0.99633706
0,0.0,0.00094954047
1,1.0,0.99665266
0,0.0,0.00061858725
1,1.0,0.99639666
1,1.0,0.9961573
1,1.0,0.99638623
1,1.0,0.996214
1,1.0,0.9969184
1,1.0,0.99637073
0,0.0,0.00030499225
0,0.0,0.0009834316
1,1.0,0.99594766
1,1.0,0.99613816
0,0.0,0.00062209653
0,0.0,0.0005604126
0,0.0,0.0014179926
1,1.0,0.9967091
0,0.0,0.00075874996
0,0.0,0.00063713087
1,1.0,0.9983058
1,1.0,0.9963975
1,1.0,0.9960512
1,1.0,0.99620736
0,0.0,0.0005910635
1,1.0,0.9964443
0,0.0,0.0008405997
0,0.0,0.00084670156
0,0.0,0.00083813583
1,1.0,0.99622667
1,1.0,0.9962584
0,0.0,0.0004746651
0,0.0,0.0005728506
1,1.0,0.9966286
0,0.0,0.0002722226
1,1.0,0.9959458
1,1.0,0.9966068
1,1.0,0.9961442
0,0.0,0.0010626392
0,0.0,0.0006370404
0,0.0,0.0005561325
0,0.0,0.0020320758
1,1.0,0.9966424
1,1.0,0.99602765
0,0.0,0.000750155
1,1.0,0.9961273
1,1.0,0.99665827
1,1.0,0.99793017
0,0.0,0.001214623
1,1.0,0.9961758
1,1.0,0.9958895
0,0.0,0.004776616
0,0.0,0.0036781575
1,1.0,0.9960725
0,0.0,0.0007255753
1,1.0,0.9961745
1,1.0,0.99602085
0,0.0,0.00066211604
0,0.0,0.00039770867
0,0.0,0.00032651177
1,1.0,0.99594223
0,0.0,0.00026865877
0,0.0,0.008039555
0,0.0,0.00055832235
0,0.0,0.00057723775
1,1.0,0.9959157
0,0.0,0.000758711
0,0.0,0.00056046393
0,0.0,0.00053952745
1,1.0,0.99602276
0,0.0,0.0005899767
0,0.0,0.0006561152
1,1.0,0.99667704
1,1.0,0.99635047
0,0.0,0.00065638445
0,0.0,0.000846112
1,1.0,0.9961853
1,1.0,0.9958457
0,0.0,0.0010625501
0,0.0,0.0004880769
0,0.0,0.0024514438
0,0.0,0.0014408834
0,0.0,0.0006372438
1,1.0,0.99615014
1,1.0,0.99706334
0,0.0,0.0044206562
1,1.0,0.9958511
0,0.0,0.0013295487
0,0.0,0.0004985754
1,1.0,0.99637145
0,0.0,0.00056043715
1,1.0,0.99603516
0,0.0,0.0016746749
1,1.0,0.9961915
0,0.0,0.001118439
0,0.0,0.00037681533
0,0.0,0.0007323938
1,1.0,0.9959137
0,0.0,0.001077734
1,1.0,0.9961703
0,0.0,0.00068428676
1,1.0,0.9968364
0,0.0,0.00602796
0,0.0,0.0012137451
1,1.0,0.9967444
1,1.0,0.99599385
1,1.0,0.9962247
1,1.0,0.99816805
1,1.0,0.99676627
1,1.0,0.9983091
1,1.0,0.99662286
0,0.0,0.00057279953
0,0.0,0.0002831681
0,0.0,0.0016374976
0,0.0,0.00054267456
0,0.0,0.001062657
1,1.0,0.9959948
1,1.0,0.9962122
1,1.0,0.9963423
0,0.0,0.0002689345
1,1.0,0.99629635
0,0.0,0.0012180582
1,1.0,0.99600667
0,0.0,0.0006850362
1,1.0,0.99617755
1,1.0,0.9961451
0,0.0,0.00081536797
1,1.0,0.9961687
1,1.0,0.99581075
0,0.0,0.0003009605
0,0.0,0.00059301784
0,0.0,0.00058142655
0,0.0,0.0012043179
1,1.0,0.9960011
1,1.0,0.9962489
0,0.0,0.0006975909
0,0.0,0.0012969973
1,1.0,0.99666
0,0.0,0.001671832
1,1.0,0.9966187
1,1.0,0.99613756
1,1.0,0.99576527
1,1.0,0.99673927
0,0.0,0.0014599911
0,0.0,0.0012660677
1,1.0,0.9961498
0,0.0,0.0006990687
0,0.0,0.0038057377
0,0.0,0.00058992294
0,0.0,0.0014918909
0,0.0,0.00057279435
0,0.0,0.0005396272
1,1.0,0.99632025
1,1.0,0.9961674
0,0.0,0.0011182314
0,0.0,0.00055837556
0,0.0,0.0006373799
0,0.0,0.0015765813
0,0.0,0.000637007
1,1.0,0.9959916
0,0.0,0.0015600958
1,1.0,0.99628156
0,0.0,0.00027975478
1,1.0,0.99721026
0,0.0,0.00070013374
1,1.0,0.9959461
0,0.0,0.0005899449
0,0.0,0.00055836013
0,0.0,0.0012655485
0,0.0,0.0005561548
1,1.0,0.9990926
1,1.0,0.99621296
0,0.0,0.0012186104
1,1.0,0.99636453
0,0.0,0.0007811606
0,0.0,0.0013633606
0,0.0,0.0011187135
0,0.0,0.0016771953
1,1.0,0.9957832
1,1.0,0.9966394
0,0.0,0.0016886482
0,0.0,0.0038596971
1,1.0,0.996216
0,0.0,0.0044993856
1,1.0,0.9960054
0,0.0,0.009138991
0,0.0,0.0007396858
1,1.0,0.99594605
1,1.0,0.99602044
1,1.0,0.99615264
1,1.0,0.9958587
0,0.0,0.0004244433
